6.315789473684210620e+00,2.210526315789473628e+01,5.789473684210526017e+01,7.947368421052631504e+01,6.210526315789473983e+01,7.894736842105263008e+01,5.894736842105263008e+01,8.000000000000000000e+01
1.052631578947368496e+01,2.684210526315789380e+01,6.631578947368420529e+01,8.368421052631579471e+01,6.473684210526316463e+01,8.578947368421052033e+01,5.947368421052631504e+01,7.947368421052631504e+01
1.052631578947368363e+00,8.947368421052631859e+00,3.842105263157894512e+01,6.210526315789473983e+01,4.105263157894736992e+01,6.368421052631578760e+01,3.842105263157894512e+01,5.789473684210526017e+01
1.789473684210526372e+01,3.736842105263158231e+01,6.421052631578947967e+01,8.315789473684210975e+01,6.210526315789473983e+01,8.157894736842105488e+01,5.894736842105263008e+01,7.368421052631579471e+01
8.421052631578946901e+00,2.315789473684210620e+01,4.000000000000000000e+01,5.894736842105263008e+01,4.105263157894736992e+01,6.315789473684210265e+01,3.842105263157894512e+01,6.473684210526316463e+01
8.421052631578946901e+00,2.684210526315789380e+01,6.578947368421052033e+01,8.368421052631579471e+01,6.473684210526316463e+01,8.368421052631579471e+01,6.000000000000000000e+01,8.105263157894736992e+01
1.842105263157894868e+01,3.684210526315789735e+01,5.315789473684210265e+01,6.789473684210526017e+01,5.526315789473684248e+01,7.105263157894736992e+01,5.263157894736841769e+01,7.368421052631579471e+01
1.736842105263157876e+01,3.473684210526315752e+01,5.947368421052631504e+01,8.210526315789473983e+01,5.894736842105263008e+01,8.263157894736842479e+01,5.526315789473684248e+01,7.473684210526316463e+01
1.578947368421052655e+00,5.263157894736842479e+00,3.578947368421052744e+01,5.631578947368421240e+01,3.789473684210526017e+01,6.105263157894736992e+01,4.105263157894736992e+01,6.052631578947368496e+01
7.368421052631578760e+00,1.631578947368420884e+01,5.315789473684210265e+01,7.473684210526316463e+01,5.473684210526315752e+01,7.526315789473683537e+01,5.421052631578947256e+01,7.000000000000000000e+01
1.000000000000000000e+01,3.052631578947368496e+01,5.052631578947368496e+01,7.526315789473683537e+01,5.578947368421052744e+01,7.789473684210526017e+01,5.000000000000000000e+01,7.157894736842105488e+01
3.157894736842105132e+01,5.105263157894736992e+01,5.789473684210526017e+01,7.421052631578947967e+01,6.210526315789473983e+01,7.684210526315789025e+01,5.315789473684210265e+01,7.842105263157894512e+01
2.263157894736842124e+01,4.578947368421052744e+01,5.315789473684210265e+01,6.526315789473683537e+01,5.473684210526315752e+01,6.789473684210526017e+01,5.263157894736841769e+01,6.210526315789473983e+01
2.526315789473684248e+01,4.789473684210526017e+01,5.105263157894736992e+01,7.526315789473683537e+01,5.578947368421052744e+01,7.947368421052631504e+01,5.263157894736841769e+01,7.473684210526316463e+01
1.473684210526315752e+01,3.684210526315789735e+01,5.578947368421052744e+01,8.157894736842105488e+01,5.842105263157894512e+01,8.421052631578947967e+01,5.315789473684210265e+01,7.578947368421052033e+01
5.789473684210526550e+00,1.526315789473684248e+01,5.526315789473684248e+01,7.421052631578947967e+01,5.526315789473684248e+01,7.684210526315789025e+01,5.052631578947368496e+01,6.947368421052631504e+01
4.736842105263157521e+00,2.000000000000000000e+01,2.473684210526315752e+01,5.526315789473684248e+01,2.789473684210526372e+01,6.157894736842105488e+01,3.526315789473684248e+01,6.157894736842105488e+01
4.263157894736841769e+01,5.578947368421052744e+01,8.842105263157894512e+01,9.578947368421052033e+01,8.684210526315789025e+01,9.526315789473683537e+01,8.263157894736842479e+01,9.157894736842105488e+01
1.368421052631578938e+01,2.578947368421052744e+01,6.526315789473683537e+01,8.052631578947368496e+01,6.368421052631578760e+01,7.842105263157894512e+01,6.105263157894736992e+01,7.578947368421052033e+01
1.475438596491228083e+01,3.101754385964912331e+01,4.464912280701754099e+01,6.201754385964912331e+01,4.707017543859649322e+01,6.496491228070175339e+01,5.501754385964912331e+01,7.384210526315789025e+01
